responden,jenis_kelamin,usia,pendidikan,penghasilan,aktivitas_meningkat_1,aktivitas_meningkat_2,aktivitas_meningkat_3,aktivitas_meningkat_4,aktivitas_meningkat_5,memiliki_akun_digital_bank?,digital_bank_pilihan_1,digital_bank_pilihan_2,digital_bank_pilihan_3,digital_bank_pilihan_4,digital_bank_pilihan_5,alasan_1,alasan_2,alasan_3,alasan_4,alasan_5,fitur_1,fitur_2,fitur_3,fitur_4,fitur_5,keluhan_1,keluhan_2,keluhan_3
1208,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1209,Perempuan,>50 tahun,S1,< Rp 2 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,,,,,
1210,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1211,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1212,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,ya,,,,,,,,,,,,Transfer,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",,Mutasi rekening/ History Transaksi/ Spending Tracker,,,Kesulitan menghubungi customer service
1213,Perempuan,>50 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1214,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,,,,,
1215,Laki – laki,15-20 tahun,S1,< Rp 2 juta,,,,Akses media sosial,,ya,,,,,,kemudahan transaksi,,,,,Cek Saldo,Transfer,,,Mutasi rekening/ History Transaksi/ Spending Tracker,,,
1216,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1217,Laki – laki,41-50 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1218,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1219,Laki – laki,41-50 tahun,S1,> Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,Jenius by Bank BTPN,,,,,,,kemudahan pembukaan rekening,,promo,,Transfer,,,,,,
1220,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1221,Laki – laki,>50 tahun,S2,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1222,Perempuan,41-50 tahun,S1,> Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1223,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,,,,,Neo by Bank Neo Commerce,,,,,promo,Cek Saldo,,,,,,,Kesulitan menghubungi customer service
1224,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1225,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1226,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1227,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1228,Laki – laki,< 15 tahun,SMP,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1229,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1230,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1231,tidak menjawab,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1232,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,,,,,ya,,,,,Neo by Bank Neo Commerce,,,,,promo,Cek Saldo,,,,,,,
1233,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
1234,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,Jenius by Bank BTPN,,,,,,,kemudahan pembukaan rekening,fitur yang ditawarkan beragam dan memenuhi kebutuhan,,,,,Pembayaran Tagihan,,,,
1235,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,,,,,
1236,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1237,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,,,,,kemudahan pembukaan rekening,,,,,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",,,,,
1238,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1239,Perempuan,15-20 tahun,S1,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1240,tidak menjawab,tidak menjawab,tidak menjawab,tidak menjawab,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
1241,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,,,ya,,,,,,kemudahan transaksi,,kemudahan pembukaan rekening,fitur yang ditawarkan beragam dan memenuhi kebutuhan,,Cek Saldo,Transfer,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",Pembayaran Tagihan,,,,
1242,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1243,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1244,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1245,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,,,,,
1246,Laki – laki,31-40 tahun,S2,Rp 5 juta – Rp 10 juta,Berbelanja online,,Mengikuti kelas online,,,ya,,Digibank by Bank DBS,,,,kemudahan transaksi,,kemudahan pembukaan rekening,,promo,Cek Saldo,Transfer,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",Pembayaran Tagihan,Mutasi rekening/ History Transaksi/ Spending Tracker,,,
1247,Perempuan,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,,,,,,kemudahan transaksi,,kemudahan pembukaan rekening,fitur yang ditawarkan beragam dan memenuhi kebutuhan,promo,Cek Saldo,Transfer,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",,Mutasi rekening/ History Transaksi/ Spending Tracker,,,Kesulitan menghubungi customer service
1248,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1249,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1250,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,Akses media sosial,,ya,,,,,,kemudahan transaksi,,,,,Cek Saldo,Transfer,,,,,,
1251,Laki – laki,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1252,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1253,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1254,Perempuan,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,,Digibank by Bank DBS,,,,kemudahan transaksi,,kemudahan pembukaan rekening,fitur yang ditawarkan beragam dan memenuhi kebutuhan,promo,Cek Saldo,,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",,,,,
1255,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
1256,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1257,Perempuan,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1258,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,Akses media sosial,,ya,Jenius by Bank BTPN,,,,,,,,,,,,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",,,,,
1259,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1260,Laki – laki,>50 tahun,S3,> Rp 10 juta,,,,,,tidak,,,,,,,,,,,,,,,,,,
1261,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,Blu by Bank BCA,,,,,,promo,Cek Saldo,Transfer,,,,,,
1262,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1263,Laki – laki,41-50 tahun,S2,> Rp 10 juta,,,,,,tidak,,,,,,,,,,,,,,,,,,
1264,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1265,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1266,Laki – laki,41-50 tahun,S2,> Rp 10 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
1267,Laki – laki,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1268,Laki – laki,>50 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
1269,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1270,Laki – laki,41-50 tahun,S1,> Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1271,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1272,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1273,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1274,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1275,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
1276,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1277,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,,,,karena sedang tren,kemudahan pembukaan rekening,,promo,Cek Saldo,Transfer,,,Mutasi rekening/ History Transaksi/ Spending Tracker,,,
1278,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1279,Perempuan,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,Blu by Bank BCA,,,,,fitur yang ditawarkan beragam dan memenuhi kebutuhan,,,,,,,,,
1280,Perempuan,15-20 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1281,Perempuan,15-20 tahun,SMA,Rp 5 juta – Rp 10 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1282,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,Akses media sosial,,ya,,Digibank by Bank DBS,,,,kemudahan transaksi,,,,promo,Cek Saldo,Transfer,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",,,,,Kesulitan menghubungi customer service
1283,Laki – laki,>50 tahun,S1,> Rp 10 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1284,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1285,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1286,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,ya,,,,,,kemudahan transaksi,,,,,Cek Saldo,Transfer,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",,Mutasi rekening/ History Transaksi/ Spending Tracker,,,
1287,Perempuan,41-50 tahun,S3,Rp 5 juta – Rp 10 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1288,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1289,Perempuan,41-50 tahun,SMA,> Rp 10 juta,Berbelanja online,,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1290,Laki – laki,15-20 tahun,SMA,> Rp 10 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,Blu by Bank BCA,,kemudahan transaksi,,,,,,Transfer,,,,,,
1291,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1292,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1293,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1294,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,Jago by Bank Jago,,,kemudahan transaksi,,kemudahan pembukaan rekening,fitur yang ditawarkan beragam dan memenuhi kebutuhan,,,Transfer,,,Mutasi rekening/ History Transaksi/ Spending Tracker,,,
1295,Laki – laki,>50 tahun,S3,> Rp 10 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
1296,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Jenius by Bank BTPN,,,,,kemudahan transaksi,,,fitur yang ditawarkan beragam dan memenuhi kebutuhan,,,Transfer,,,,,,Kesulitan menghubungi customer service
1297,Perempuan,41-50 tahun,S2,> Rp 10 juta,Berbelanja online,,,Akses media sosial,,ya,Jenius by Bank BTPN,,,,,,,,,,,,,,,,,
1298,Perempuan,15-20 tahun,SMP,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1299,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1300,Perempuan,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1301,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1302,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1303,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Jenius by Bank BTPN,,,,,,,,,,,Transfer,,,,,,
1304,Laki – laki,>50 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,,,,,ya,,,,Blu by Bank BCA,,kemudahan transaksi,,,,,,,,,Mutasi rekening/ History Transaksi/ Spending Tracker,,,
1305,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,Jenius by Bank BTPN,,,,,kemudahan transaksi,,,,,,,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",,,,,
1306,Laki – laki,15-20 tahun,S1,tidak menjawab,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1307,Perempuan,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1308,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1309,Laki – laki,41-50 tahun,S1,Rp 2 juta – Rp 5 juta,,,,,,tidak,,,,,,,,,,,,,,,,,,
1310,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,,,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,,,,,
1311,Perempuan,41-50 tahun,S2,> Rp 10 juta,Berbelanja online,,,Akses media sosial,,ya,Jenius by Bank BTPN,,,,,,,,,,,Transfer,,,,,,
1312,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1313,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1314,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1315,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1316,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1317,Perempuan,15-20 tahun,S1,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1318,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1319,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1320,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1321,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,,,,,,,,,,,,,,,,,,
1322,Laki – laki,41-50 tahun,S1,Rp 5 juta – Rp 10 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1323,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
1324,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1325,Perempuan,15-20 tahun,SMA,tidak menjawab,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1326,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,ya,,,Jago by Bank Jago,,,kemudahan transaksi,,kemudahan pembukaan rekening,fitur yang ditawarkan beragam dan memenuhi kebutuhan,,,Transfer,,,Mutasi rekening/ History Transaksi/ Spending Tracker,,,
1327,Perempuan,>50 tahun,S3,> Rp 10 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1328,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1329,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1330,Laki – laki,21-30 tahun,S1,< Rp 2 juta,,,,,,tidak,,,,,,,,,,,,,,,,,,
1331,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1332,Perempuan,41-50 tahun,S1,Rp 2 juta – Rp 5 juta,,,,,,tidak,,,,,,,,,,,,,,,,,,
1333,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1334,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,,,Akses media sosial,,ya,Jenius by Bank BTPN,,,,,,,kemudahan pembukaan rekening,,,Cek Saldo,,,,,,Tidak melakukan transaksi tapi saldo berkurang/ ada transaksi,Kesulitan menghubungi customer service
1335,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1336,Perempuan,>50 tahun,S1,Rp 5 juta – Rp 10 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1337,Perempuan,31-40 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
1338,Perempuan,21-30 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1339,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1340,Laki – laki,41-50 tahun,S1,tidak menjawab,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1341,Perempuan,41-50 tahun,SMA,Rp 2 juta – Rp 5 juta,,,Mengikuti kelas online,,,ya,,,,Blu by Bank BCA,,kemudahan transaksi,,,,,,Transfer,,,,,,
1342,Perempuan,31-40 tahun,SMA,Rp 5 juta – Rp 10 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1343,Perempuan,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1344,Perempuan,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1345,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,ya,,,,,,kemudahan transaksi,,kemudahan pembukaan rekening,,,Cek Saldo,Transfer,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",,,,,
1346,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1347,Perempuan,41-50 tahun,S1,Rp 5 juta – Rp 10 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1348,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,,,,,
1349,Perempuan,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1350,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1351,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1352,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1353,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1354,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1355,Perempuan,15-20 tahun,SMP,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1356,Perempuan,15-20 tahun,SMA,tidak menjawab,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1357,Perempuan,15-20 tahun,S1,tidak menjawab,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1358,Perempuan,15-20 tahun,S1,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1359,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
